PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,final_type,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
175,2025-07-18,20:12:36.54,1,5,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Fedko, Christian",1000027196,Right,SCH_BOO,Undefined,6,Top,0,1,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.16868,0.775197,-3.386712,2029.841176,250.165458,2:15,5.64034,1.70263,5.56196,-29.4223,6.1702,14.03418,Sinker,3.91405,-0.2957,81.50336,-4.653322,-0.888659,0.429389,,,,,,,,,,,,-7.98371,3.25441,-1.41922,50,5.68809,7.02752,-129.30573,0.67936,-13.54701,26.40121,-26.65183,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,755a24f0-643d-11f0-b8c1-3d0ab3898546,87.78163,,,7.66532,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:12:36.54,2025-07-18T20:12:36.5481984-05:00,2025-07-19T01:12:36.5481984Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,61dedca2-75ca-439b-bed4-bcb14c59ee12,54.93927,-130.31031,13.2006,5.64295,1.69347,-13.32592,-1.69643,7.543,-6.7735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
176,2025-07-18,20:12:55.74,1,6,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Fedko, Christian",1000027196,Right,SCH_BOO,Undefined,6,Top,0,2,2,Undefined,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.92627,-0.447102,-2.69838,2471.968676,82.492306,8:45,5.67065,1.77643,5.14855,-48.09274,-0.15618,-13.56528,Slider,1.2415,-1.89641,71.1888,-9.153472,-5.097748,0.498316,,,,,,,,,,,,5.88551,0.58209,-1.51304,50,5.59211,5.87155,-112.85584,-2.5605,7.49638,22.91577,-31.43263,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,80f025d0-643d-11f0-b8c1-3d0ab3898546,75.63963,,,6.73747,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:12:55.74,2025-07-18T20:12:55.7490000-05:00,2025-07-19T01:12:55.7490000Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,5a5cf164-7633-42bf-8757-04c588c3ad65,55.35175,-113.93735,11.45788,5.67794,-1.07704,-15.71632,-1.7818,5.51775,3.74819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.94283,2.698682,1.134131,1.564551,-0.99177,0.84267,2.11356,-6.06736,3.35505,5.07847,72.09024,7.04979,52.72697,-5.93809,55.34629,-3.50313,3.48369,25.81246,-15.04469,5.10103,32.10588,-1.06525,High,High,High,,,High,High,High
177,2025-07-18,20:13:28.65,2,1,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,6,Top,1,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,88.84652,0.848014,-1.087667,1741.953221,260.841686,2:45,5.58578,1.81152,5.61033,-32.20836,3.82394,16.2021,Sinker,3.69352,2.1463,80.60608,-5.10491,1.805814,0.432033,,,,,,,,,,,,-8.46103,2.07347,-1.72888,50,5.6378,1.72004,-128.91235,0.7265,-14.11975,28.87841,-28.71388,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,9470abc0-643d-11f0-b8c1-3d0ab3898546,87.24426,,,8.24044,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:13:28.65,2025-07-18T20:13:28.6524416-05:00,2025-07-19T01:13:28.6524416Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,e800ede2-a03a-4d25-b957-34b85c962720,54.88947,-130.00305,14.43921,5.58988,1.81099,-14.35694,-1.80391,2.25333,-7.05987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
178,2025-07-18,20:13:44.93,2,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,6,Top,1,1,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.82278,1.337911,-0.426946,,331.850944,5:00,5.80674,1.6259,5.22365,-53.99113,-7.39744,4.81366,Changeup,2.56563,1.62562,71.7057,-8.468828,0.427915,0.491287,,,,,,,,,,,,-2.51504,-3.54091,-1.59018,50,5.89008,0.65131,-114.29112,0.72358,-3.28794,23.35335,-36.80311,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,9e2876c0-643d-11f0-b8c1-3d0ab3898546,76.72189,,,7.11708,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:13:44.93,2025-07-18T20:13:44.9307136-05:00,2025-07-19T01:13:44.9307136Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,eb4690e4-3963-4674-877a-b065bb6fdb98,55.27728,-115.3644,11.67668,5.81796,2.41498,-18.40156,-1.62359,0.80241,-1.64397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
179,2025-07-18,20:14:07.69,2,3,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,6,Top,1,2,0,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.57498,-1.234422,-2.727698,2093.629326,238.348913,2:00,5.64352,1.71977,5.62567,-25.7912,9.09091,13.11595,Sinker,2.34084,0.26543,82.72106,-5.990882,-0.386665,0.425082,72.29351,35.085571,-129.244247,3971.933227,,,,,42.08472,,,-7.35343,5.22925,-1.49581,50,5.52152,5.63255,-130.08503,-3.72255,-12.72724,24.71495,-23.12328,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,abd15210-643d-11f0-b8c1-3d0ab3898546,88.67101,26.76794,,6.85393,,,,0.58446,2.16013,-0.31724,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:14:07.69,2025-07-18T20:14:07.6945920-05:00,2025-07-19T01:14:07.6945920Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,180dff33-3e9f-4b0e-8066-1f98f1c0e6b1,54.87724,-131.00839,12.35748,5.64446,-2.85866,-11.56164,-1.71512,6.10803,-6.36362,,0.58446,-54.88931,1.26967,-1.15156,0.40135,-0.11543,0.03867,-0.01819,0.00645,2.16013,60.94614,-25.98012,3.01065,-0.46761,0.07758,-0.07952,0.08761,-0.0403,-0.31724,-67.19493,10.31779,-3.8882,1.04113,-0.28066,0.1398,-0.10512,0.04449,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
180,2025-07-18,20:14:29.44,2,4,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,6,Top,1,2,1,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.14066,0.545698,-2.43321,1458.822259,240.217385,2:00,5.70993,1.75102,5.32868,-41.8103,4.16666,4.55189,Changeup,2.73828,-0.15424,72.00542,-7.114801,-1.625173,0.488024,62.6558,38.402856,-166.515478,4042.161413,-107.42846,32.10285,-23.64486,160.0826,46.54332,-168.043609,2.663566,-3.03343,2.34717,-1.53435,50,5.72921,4.69291,-114.70305,-0.31915,-4.00559,22.96825,-29.07467,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,b8c4c010-643d-11f0-b8c1-3d0ab3898546,77.23474,36.34761,,7.13524,,,,2.27769,2.66265,0.13074,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:14:29.44,2025-07-18T20:14:29.4402048-05:00,2025-07-19T01:14:29.4402048Z,Popup,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,25e937c9-cf79-4bd4-9979-d14420a7624d,55.17221,-115.7341,11.48412,5.71424,0.98603,-14.53734,-1.74906,4.87272,-2.0028,8.854839,2.27789,-70.04112,3.04508,0.19567,0.44169,-0.49882,0.26501,-0.06792,0.00669,2.66278,57.07811,-27.16106,3.02721,-0.56699,0.11893,-0.04307,0.01395,-0.00177,0.13076,-16.79409,2.07873,-0.32783,0.16688,-0.12719,0.06614,-0.01742,0.00177,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
181,2025-07-18,20:14:57.83,2,5,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,6,Top,1,2,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.88505,-1.743283,-2.00227,2380.846511,86.498776,9:00,5.68682,1.889,5.09948,-46.64569,0.81437,-10.32213,Slider,0.15538,-0.85879,72.15337,-10.129846,-3.830687,0.495833,,,,,,,,,,,,4.62949,1.27114,-1.69132,50,5.48526,4.35546,-112.97346,-5.06188,5.98576,20.49438,-30.53052,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,c9b2b440-643d-11f0-b8c1-3d0ab3898546,76.01841,,,5.73169,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:14:57.83,2025-07-18T20:14:57.8320384-05:00,2025-07-19T01:14:57.8320384Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,2416fac4-1a21-40d0-bb66-4f534b5aede0,55.40377,-113.94954,10.24719,5.69171,-3.60782,-15.26526,-1.89197,4.07038,2.99288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
182,2025-07-18,20:15:36.51,2,6,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,6,Top,1,3,2,Undefined,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,79.37377,-0.070448,-1.691414,1494.390043,29.176379,7:00,5.80045,1.72282,5.35061,-47.5242,-2.0411,-1.96658,Changeup,1.774,-0.02802,72.73596,-8.712587,-2.041317,0.485396,89.00015,31.978755,-5.384461,4062.657654,108.68532,65.0538,-16.95515,305.22968,186.77212,-13.818413,5.048306,0.49252,-0.60756,-1.56902,50,5.75992,3.47876,-115.1681,-1.78528,0.65745,22.60402,-32.98507,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,e0c53a90-643d-11f0-b8c1-3d0ab3898546,77.65294,83.2053,,6.63781,,,,1.57858,2.60893,-0.51645,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:15:36.51,2025-07-18T20:15:36.5176832-05:00,2025-07-19T01:15:36.5176832Z,FlyBall,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,09dd447c-d2f4-4dee-9014-66d035fdc17f,55.15167,-116.17482,11.30201,5.80671,-0.31622,-16.49253,-1.7233,3.44948,0.32872,160.10706,1.58183,110.16861,-25.43007,6.23844,-1.10735,0.12081,-0.00551,-0.0,-0.0,2.60771,69.15017,-15.09358,-0.43855,0.4936,-0.19073,0.04675,-0.00619,0.00032,-0.51592,-10.403,-3.72907,1.56282,-0.41198,0.07166,-0.0074,0.00038,-1e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
183,2025-07-18,20:16:17.30,3,1,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Fitzgerald, Kyle",1000052425,Right,SCH_BOO,Undefined,6,Top,2,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.76519,-2.728834,-3.574287,2024.143747,255.330592,2:30,5.639,1.62143,5.56924,-30.83887,5.20764,15.49808,Sinker,0.51304,-0.43034,81.50692,-8.373225,-0.810585,0.432119,,,,,,,,,,,,-8.90705,3.71461,-1.32359,50,5.38271,7.37147,-128.58116,-7.25804,-14.90856,26.71307,-25.95656,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,f909b130-643d-11f0-b8c1-3d0ab3898546,87.22707,,,7.25826,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:16:17.30,2025-07-18T20:16:17.3071872-05:00,2025-07-19T01:16:17.3071872Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,d0335303-3958-4a80-b07b-7e83186dfdf1,54.93397,-129.60215,13.35654,5.64116,-6.26596,-12.97828,-1.61622,7.94129,-7.45428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
184,2025-07-18,20:16:35.63,3,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Fitzgerald, Kyle",1000052425,Right,SCH_BOO,Undefined,6,Top,2,1,0,Undefined,Slider,InPlay,Undefined,GroundBall,Single,0,0,,77.84052,1.117181,-1.019914,2492.249824,88.727402,9:00,5.78183,1.85815,4.99823,-46.5614,1.29595,-10.92036,Slider,2.95677,-0.01491,71.2242,-7.330527,-2.948188,0.497904,98.31729,4.731796,-22.750621,2005.745585,,,,92.76491,92.76491,-24.279266,0.699889,5.15528,0.71528,-1.75057,50,5.85134,2.44991,-112.90436,0.56651,6.62495,21.40798,-31.25485,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,03fd7ea0-643e-11f0-b8c1-3d0ab3898546,75.70219,4.41689,,6.61632,,,,1.87268,2.98538,-0.01466,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:16:35.63,2025-07-18T20:16:35.6370944-05:00,2025-07-19T01:16:35.6370944Z,GroundBall,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,b669855b-509d-4e3f-a075-a79e32319864,55.5042,-113.94324,10.70399,5.78705,2.08324,-15.62743,-1.86166,2.12842,3.31248,48.819666,1.92062,131.59677,-19.41008,,,,,,,3.0362,10.90741,-21.87804,,,,,,,-0.00406,-55.78413,1.82497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
185,2025-07-18,20:17:18.03,4,1,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Prater, Will",1000024933,Left,SCH_BOO,Undefined,6,Top,2,0,0,Undefined,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.04584,0.376619,-2.816385,2620.807445,265.262611,2:45,5.73763,1.64628,5.15542,-44.07475,2.07996,7.10111,Sinker,2.41971,-0.41538,72.36133,-7.638997,-1.559835,0.488967,,,,,,,,,,,,-4.38087,1.30524,-1.38874,50,5.73877,5.35335,-114.59208,-0.77981,-5.80677,21.80012,-30.44397,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,1d4115c0-643e-11f0-b8c1-3d0ab3898546,77.08587,,,6.68452,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:17:18.03,2025-07-18T20:17:18.0353024-05:00,2025-07-19T01:17:18.0353024Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,e8f10e99-98f6-4bbb-b686-350a48e8dd50,55.3471,-115.60484,10.90006,5.74215,0.63452,-15.22199,-1.64371,5.62311,-2.90338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
186,2025-07-18,20:17:49.20,4,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Prater, Will",1000024933,Left,SCH_BOO,Undefined,6,Top,2,0,1,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.51436,-0.272741,-2.727645,2026.722544,232.282734,1:45,5.62866,1.8003,5.59185,-24.63253,11.22103,13.13564,Sinker,3.32099,0.34604,81.38466,-4.839924,-0.385916,0.430961,,,,,,,,,,,,-7.31599,6.08146,-1.57461,50,5.58924,5.54577,-128.50447,-1.46595,-12.32762,24.71042,-21.92664,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,2fb77eb0-643e-11f0-b8c1-3d0ab3898546,87.46145,,,7.1297,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:17:49.20,2025-07-18T20:17:49.2039168-05:00,2025-07-19T01:17:49.2039168Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,542c6f94-0353-4886-9f65-26d0278b3b1a,54.9093,-129.44504,12.35521,5.62915,-0.63134,-10.96332,-1.79463,6.01501,-6.16381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
187,2025-07-18,20:18:11.23,4,3,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Prater, Will",1000024933,Left,SCH_BOO,Undefined,6,Top,2,0,2,Undefined,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,79.90558,-0.22245,-1.079856,735.024583,215.980904,1:15,5.76791,1.71644,5.13938,-39.73526,5.60544,2.95465,Changeup,2.24713,0.94569,72.81098,-7.480236,-0.55637,0.484636,,,,,,,,,,,,-1.78748,3.33315,-1.61758,50,5.71673,2.05935,-115.83877,-1.84527,-2.41075,23.13817,-27.67867,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,3cfaba60-643e-11f0-b8c1-3d0ab3898546,77.77476,,,7.0946,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:18:11.23,2025-07-18T20:18:11.2350000-05:00,2025-07-19T01:18:11.2350000Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,b4bce403-ea23-406e-a703-b38c3152b56f,55.35945,-116.90439,11.56908,5.77236,-0.57053,-13.83933,-1.71498,2.17038,-1.20538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.99568,,,1.300781,,,,-3.84636,6.37208,5.81575,62.82186,2.98075,61.97641,-3.80164,56.17163,-3.85112,6.41381,16.32396,-14.62566,5.83456,45.6116,-1.90262,High,High,High,,,High,High,High
188,2025-07-18,20:20:46.75,1,1,"Thompson, Ross",1000103401,Right,SCH_BOO,"Wallace, Paxton",669470,Right,GAT_GRI,Undefined,6,Bottom,0,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.12278,0.244142,-2.038116,1897.537655,57.292392,8:00,5.22599,2.41132,5.81742,-50.72763,-4.43977,-9.29268,,1.22585,-0.25896,71.51808,-9.046241,-3.70494,0.489672,,,,,,,,,,,,4.12709,-1.89646,-2.23878,50,5.21596,4.38141,-113.39311,-1.14604,5.31945,22.68084,-34.61844,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,99b4fa90-643e-11f0-b8c1-3d0ab3898546,76.97494,,,6.6047,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:20:46.75,2025-07-18T20:20:46.7566080-05:00,2025-07-19T01:20:46.7566080Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,5bf8426a-ae8a-4134-92a0-0ac19106443e,54.68498,-114.32636,11.34042,5.23381,0.2784,-17.30922,-2.41456,4.16253,2.65973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
189,2025-07-18,20:21:00.62,1,2,"Thompson, Ross",1000103401,Right,SCH_BOO,"Wallace, Paxton",669470,Right,GAT_GRI,Undefined,6,Bottom,0,1,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.02042,-1.675102,-1.70423,1948.095387,222.334282,1:30,5.35213,2.21293,6.32425,-20.41997,13.09623,11.07709,,2.10661,1.566,83.34039,-5.51407,0.300272,0.416676,,,,,,,,,,,,-6.20453,7.5326,-2.09356,50,5.21976,3.46198,-130.94553,-4.44394,-10.90271,24.52834,-18.93768,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,a1ecdc50-643e-11f0-b8c1-3d0ab3898546,90.45976,,,6.68002,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:21:00.62,2025-07-18T20:21:00.6276096-05:00,2025-07-19T01:21:00.6276096Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,1739bdad-9d7a-44d3-8692-12017d1ee34d,54.17878,-131.72596,12.26417,5.35157,-3.84139,-9.46884,-2.20923,3.80887,-5.45136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
190,2025-07-18,20:21:15.48,1,3,"Thompson, Ross",1000103401,Right,SCH_BOO,"Wallace, Paxton",669470,Right,GAT_GRI,Undefined,6,Bottom,0,2,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.97959,-2.152958,-2.501509,1953.232752,228.76368,1:45,5.42391,2.09453,6.1439,-21.29446,12.65847,13.30296,,1.65693,0.88994,83.02247,-6.141095,-0.103514,0.419382,,,,,,,,,,,,-7.53406,7.40902,-1.91064,50,5.24851,5.17223,-130.70966,-5.58399,-13.14279,25.40101,-19.2494,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,aac51cc0-643e-11f0-b8c1-3d0ab3898546,89.87605,,,6.95712,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:21:15.48,2025-07-18T20:21:15.4870784-05:00,2025-07-19T01:21:15.4870784Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,669392ad-a57d-4fb1-a2b6-d514570f5e9b,54.35883,-131.55399,12.7005,5.42349,-4.94414,-9.6247,-2.08983,5.6091,-6.57139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
191,2025-07-18,20:21:29.65,1,4,"Thompson, Ross",1000103401,Right,SCH_BOO,"Wallace, Paxton",669470,Right,GAT_GRI,Undefined,6,Bottom,0,2,1,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.16486,-2.894237,-2.269107,1972.610424,215.664983,1:15,5.46572,2.14803,6.33328,-17.33489,16.58942,11.11005,,1.35171,0.98333,82.39462,-6.198954,-0.259363,0.419205,,,,,,,,,,,,-6.42406,9.79339,-1.98755,50,5.24604,4.73673,-130.8228,-7.096,-11.11079,28.1141,-15.23574,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,b334b050-643e-11f0-b8c1-3d0ab3898546,89.914,,,7.77024,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:21:29.65,2025-07-18T20:21:29.6553984-05:00,2025-07-19T01:21:29.6553984Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,02fe88d6-4e82-4d5e-88a2-ffad0db2dc96,54.1676,-131.71538,14.05705,5.46365,-6.61229,-7.61787,-2.14353,5.08948,-5.55539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
192,2025-07-18,20:21:46.46,1,5,"Thompson, Ross",1000103401,Right,SCH_BOO,"Wallace, Paxton",669470,Right,GAT_GRI,Undefined,6,Bottom,0,2,2,Undefined,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,90.72454,-2.464816,-2.648776,1935.631227,214.7882,1:15,5.45659,2.09274,6.40527,-16.95859,16.37347,10.63709,,1.773,0.54171,83.03753,-5.703077,-0.723076,0.41553,94.95128,-11.852278,-10.13012,,,,,11.45996,11.45724,-12.65917,0.069358,-6.32,9.57178,-1.90765,50,5.27183,5.67523,-131.70307,-6.14044,-11.10062,27.97148,-15.36194,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,bd373ff0-643e-11f0-b8c1-3d0ab3898546,90.70927,1.9866,,7.68701,,,,1.8628,1.9866,-0.84652,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:21:46.46,2025-07-18T20:21:46.4699904-05:00,2025-07-19T01:21:46.4699904Z,GroundBall,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,123099dd-0791-4db3-82c9-b6d938162d3e,54.09682,-132.57031,13.98574,5.45482,-5.66416,-7.68097,-2.08894,6.0194,-5.55031,180.0,1.86071,134.35518,,,,,,,,1.98704,-28.64274,,,,,,,,-0.84614,-24.00518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
